category_1,category_2,counts,date,week_no
Region,South West,816,2015-05-29,22
Region,South West,1094,2015-06-05,23
Region,South West,1022,2015-06-12,24
Region,South West,983,2015-06-19,25
Region,South West,916,2015-06-26,26
Region,South West,1017,2015-07-03,27
Region,South West,949,2015-07-10,28
Region,South West,933,2015-07-17,29
Region,South West,905,2015-07-24,30
Region,South West,1000,2015-07-31,31
Region,South West,895,2015-08-07,32
Region,South West,974,2015-08-14,33
Region,South West,1000,2015-08-21,34
Region,South West,967,2015-08-28,35
Region,South West,825,2015-09-04,36
Region,South West,1065,2015-09-11,37
Region,South West,1020,2015-09-18,38
Region,South West,975,2015-09-25,39
Region,South West,1086,2015-10-02,40
Region,South West,1076,2015-10-09,41
Region,South West,1039,2015-10-16,42
Region,South West,1079,2015-10-23,43
Region,South West,1003,2015-10-30,44
Region,South West,1002,2015-11-06,45
Region,South West,1081,2015-11-13,46
Region,South West,1019,2015-11-20,47
Region,South West,1037,2015-11-27,48
Region,South West,1127,2015-12-04,49
Region,South West,1102,2015-12-11,50
Region,South West,1089,2015-12-18,51
Region,South West,877,2015-12-25,52
Region,South West,757,2016-01-01,53
Region,Wales,725,2015-01-02,1
Region,Wales,1031,2015-01-09,2
Region,Wales,936,2015-01-16,3
Region,Wales,828,2015-01-23,4
Region,Wales,801,2015-01-30,5
Region,Wales,720,2015-02-06,6
Region,Wales,710,2015-02-13,7
Region,Wales,739,2015-02-20,8
Region,Wales,736,2015-02-27,9
Region,Wales,712,2015-03-06,10
Region,Wales,661,2015-03-13,11
Region,Wales,680,2015-03-20,12
Region,Wales,666,2015-03-27,13
Region,Wales,580,2015-04-03,14
Region,Wales,660,2015-04-10,15
Region,Wales,671,2015-04-17,16
Region,Wales,662,2015-04-24,17
Region,Wales,628,2015-05-01,18
Region,Wales,589,2015-05-08,19
Region,Wales,622,2015-05-15,20
Region,Wales,614,2015-05-22,21
Region,Wales,588,2015-05-29,22
Region,Wales,648,2015-06-05,23
Region,Wales,606,2015-06-12,24
Region,Wales,595,2015-06-19,25
Region,Wales,597,2015-06-26,26
Region,Wales,535,2015-07-03,27
Region,Wales,554,2015-07-10,28
Region,Wales,574,2015-07-17,29
Region,Wales,529,2015-07-24,30
Region,Wales,546,2015-07-31,31
Region,Wales,564,2015-08-07,32
Region,Wales,548,2015-08-14,33
Region,Wales,557,2015-08-21,34
Region,Wales,603,2015-08-28,35
Region,Wales,489,2015-09-04,36
Region,Wales,554,2015-09-11,37
Region,Wales,555,2015-09-18,38
Region,Wales,664,2015-09-25,39
Region,Wales,552,2015-10-02,40
Region,Wales,652,2015-10-09,41
Region,Wales,612,2015-10-16,42
Region,Wales,607,2015-10-23,43
Region,Wales,593,2015-10-30,44
Region,Wales,606,2015-11-06,45
Region,Wales,613,2015-11-13,46
Region,Wales,611,2015-11-20,47
Region,Wales,589,2015-11-27,48
Region,Wales,659,2015-12-04,49
Region,Wales,688,2015-12-11,50
Region,Wales,646,2015-12-18,51
Region,Wales,535,2015-12-25,52
Region,Wales,516,2016-01-01,53
Total deaths,all ages,13045,2016-01-08,1
Total deaths,all ages,11501,2016-01-15,2
Total deaths,all ages,11473,2016-01-22,3
Total deaths,all ages,11317,2016-01-29,4
Total deaths,all ages,11052,2016-02-05,5
Total deaths,all ages,11170,2016-02-12,6
Total deaths,all ages,10590,2016-02-19,7
Total deaths,all ages,11056,2016-02-26,8
Total deaths,all ages,11285,2016-03-04,9
Total deaths,all ages,11010,2016-03-11,10
Total deaths,all ages,11022,2016-03-18,11
Total deaths,all ages,9635,2016-03-25,12
Total deaths,all ages,10286,2016-04-01,13
Total deaths,all ages,11599,2016-04-08,14
Total deaths,all ages,11417,2016-04-15,15
Total deaths,all ages,10925,2016-04-22,16
Total deaths,all ages,10413,2016-04-29,17
Total deaths,all ages,9137,2016-05-06,18
Total deaths,all ages,10637,2016-05-13,19
Total deaths,all ages,9953,2016-05-20,20
Total deaths,all ages,9739,2016-05-27,21
Total deaths,all ages,7909,2016-06-03,22
Total deaths,all ages,9873,2016-06-10,23
Total deaths,all ages,9386,2016-06-17,24
Total deaths,all ages,9365,2016-06-24,25
Total deaths,all ages,9228,2016-07-01,26
Total deaths,all ages,9138,2016-07-08,27
Total deaths,all ages,9388,2016-07-15,28
Total deaths,all ages,9350,2016-07-22,29
Total deaths,all ages,9335,2016-07-29,30
Total deaths,all ages,9182,2016-08-05,31
Total deaths,all ages,9172,2016-08-12,32
Total deaths,all ages,9070,2016-08-19,33
Total deaths,all ages,9319,2016-08-26,34
Total deaths,all ages,7923,2016-09-02,35
Total deaths,all ages,9399,2016-09-09,36
Total deaths,all ages,9124,2016-09-16,37
Total deaths,all ages,8945,2016-09-23,38
Total deaths,all ages,8994,2016-09-30,39
Total deaths,all ages,9291,2016-10-07,40
Total deaths,all ages,9719,2016-10-14,41
Total deaths,all ages,9768,2016-10-21,42
Total deaths,all ages,9724,2016-10-28,43
Total deaths,all ages,10152,2016-11-04,44
Total deaths,all ages,10470,2016-11-11,45
Total deaths,all ages,10694,2016-11-18,46
Total deaths,all ages,10603,2016-11-25,47
Total deaths,all ages,10439,2016-12-02,48
Total deaths,all ages,11223,2016-12-09,49
Total deaths,all ages,10533,2016-12-16,50
Total deaths,all ages,11493,2016-12-23,51
Total deaths,all ages,8003,2016-12-30,52
Total deaths,average of same week over 5 years,11701.4,2016-01-08,1
Total deaths,average of same week over 5 years,13016.4,2016-01-15,2
Total deaths,average of same week over 5 years,11765.4,2016-01-22,3
Total deaths,average of same week over 5 years,11289,2016-01-29,4
Total deaths,average of same week over 5 years,10965.6,2016-02-05,5
Total deaths,average of same week over 5 years,10704,2016-02-12,6
Total deaths,average of same week over 5 years,10669.4,2016-02-19,7
Total deaths,average of same week over 5 years,10657.6,2016-02-26,8
Total deaths,average of same week over 5 years,10613,2016-03-04,9
Total deaths,average of same week over 5 years,10544,2016-03-11,10
Total deaths,average of same week over 5 years,10405,2016-03-18,11
Total deaths,average of same week over 5 years,10209.4,2016-03-25,12
Total deaths,average of same week over 5 years,9668,2016-04-01,13
Total deaths,average of same week over 5 years,9592.4,2016-04-08,14
Total deaths,average of same week over 5 years,10206.2,2016-04-15,15
Total deaths,average of same week over 5 years,10104.8,2016-04-22,16
Total deaths,average of same week over 5 years,9776.6,2016-04-29,17
Total deaths,average of same week over 5 years,10127.8,2016-05-06,18
Total deaths,average of same week over 5 years,9058.4,2016-05-13,19
Total deaths,average of same week over 5 years,9699.2,2016-05-20,20
Total deaths,average of same week over 5 years,9524,2016-05-27,21
Total deaths,average of same week over 5 years,8417.2,2016-06-03,22
Total deaths,average of same week over 5 years,9047.2,2016-06-10,23
Total deaths,average of same week over 5 years,9388.4,2016-06-17,24
Total deaths,average of same week over 5 years,8986,2016-06-24,25
Total deaths,average of same week over 5 years,8852,2016-07-01,26
Total deaths,average of same week over 5 years,8872.2,2016-07-08,27
Total deaths,average of same week over 5 years,8706.8,2016-07-15,28
Total deaths,average of same week over 5 years,8776.2,2016-07-22,29
Total deaths,average of same week over 5 years,8712.2,2016-07-29,30
Total deaths,average of same week over 5 years,8682.6,2016-08-05,31
Total deaths,average of same week over 5 years,8651.4,2016-08-12,32
Total deaths,average of same week over 5 years,8671.8,2016-08-19,33
Total deaths,average of same week over 5 years,8783.4,2016-08-26,34
Total deaths,average of same week over 5 years,8020,2016-09-02,35
Total deaths,average of same week over 5 years,8813.2,2016-09-09,36
Total deaths,average of same week over 5 years,8825.8,2016-09-16,37
Total deaths,average of same week over 5 years,8839.4,2016-09-23,38
Total deaths,average of same week over 5 years,9105.6,2016-09-30,39
Total deaths,average of same week over 5 years,9133.2,2016-10-07,40
Total deaths,average of same week over 5 years,9210,2016-10-14,41
Total deaths,average of same week over 5 years,9225.6,2016-10-21,42
Total deaths,average of same week over 5 years,9445.4,2016-10-28,43
Total deaths,average of same week over 5 years,9459,2016-11-04,44
Total deaths,average of same week over 5 years,9584.8,2016-11-11,45
Total deaths,average of same week over 5 years,9751.4,2016-11-18,46
Total deaths,average of same week over 5 years,9572,2016-11-25,47
Total deaths,average of same week over 5 years,9615.4,2016-12-02,48
Total deaths,average of same week over 5 years,10042,2016-12-09,49
Total deaths,average of same week over 5 years,10317,2016-12-16,50
Total deaths,average of same week over 5 years,11061.8,2016-12-23,51
Total deaths,average of same week over 5 years,7925,2016-12-30,52
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2046,2016-01-08,1
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1835,2016-01-15,2
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1775,2016-01-22,3
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1810,2016-01-29,4
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1748,2016-02-05,5
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1730,2016-02-12,6
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1700,2016-02-19,7
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1734,2016-02-26,8
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1774,2016-03-04,9
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1768,2016-03-11,10
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1709,2016-03-18,11
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1485,2016-03-25,12
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1688,2016-04-01,13
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1971,2016-04-08,14
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1809,2016-04-15,15
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1597,2016-04-22,16
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1396,2016-04-29,17
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1261,2016-05-06,18
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1447,2016-05-13,19
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1328,2016-05-20,20
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1248,2016-05-27,21
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),982,2016-06-03,22
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1292,2016-06-10,23
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1225,2016-06-17,24
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1206,2016-06-24,25
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1106,2016-07-01,26
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1062,2016-07-08,27
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1101,2016-07-15,28
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1168,2016-07-22,29
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1190,2016-07-29,30
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1112,2016-08-05,31
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1065,2016-08-12,32
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1032,2016-08-19,33
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1093,2016-08-26,34
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),917,2016-09-02,35
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1036,2016-09-09,36
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1027,2016-09-16,37
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1039,2016-09-23,38
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),979,2016-09-30,39
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1060,2016-10-07,40
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1153,2016-10-14,41
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1238,2016-10-21,42
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1270,2016-10-28,43
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1276,2016-11-04,44
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1342,2016-11-11,45
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1374,2016-11-18,46
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1413,2016-11-25,47
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1371,2016-12-02,48
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1591,2016-12-09,49
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1522,2016-12-16,50
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1640,2016-12-23,51
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1312,2016-12-30,52
Persons,Under 1 year,49,2016-01-08,1
Persons,Under 1 year,64,2016-01-15,2
Persons,Under 1 year,50,2016-01-22,3
Persons,Under 1 year,47,2016-01-29,4
Persons,Under 1 year,60,2016-02-05,5
Persons,Under 1 year,60,2016-02-12,6
Persons,Under 1 year,52,2016-02-19,7
Persons,Under 1 year,58,2016-02-26,8
Persons,Under 1 year,39,2016-03-04,9
Persons,Under 1 year,54,2016-03-11,10
Persons,Under 1 year,55,2016-03-18,11
Persons,Under 1 year,55,2016-03-25,12
Persons,Under 1 year,49,2016-04-01,13
Persons,Under 1 year,53,2016-04-08,14
Persons,Under 1 year,63,2016-04-15,15
Persons,Under 1 year,65,2016-04-22,16
Persons,Under 1 year,43,2016-04-29,17
Persons,Under 1 year,55,2016-05-06,18
Persons,Under 1 year,49,2016-05-13,19
Persons,Under 1 year,61,2016-05-20,20
Persons,Under 1 year,63,2016-05-27,21
Persons,Under 1 year,35,2016-06-03,22
Persons,Under 1 year,58,2016-06-10,23
Persons,Under 1 year,49,2016-06-17,24
Persons,Under 1 year,57,2016-06-24,25
Persons,Under 1 year,46,2016-07-01,26
Persons,Under 1 year,49,2016-07-08,27
Persons,Under 1 year,54,2016-07-15,28
Persons,Under 1 year,55,2016-07-22,29
Persons,Under 1 year,39,2016-07-29,30
Persons,Under 1 year,56,2016-08-05,31
Persons,Under 1 year,57,2016-08-12,32
Persons,Under 1 year,42,2016-08-19,33
Persons,Under 1 year,48,2016-08-26,34
Persons,Under 1 year,43,2016-09-02,35
Persons,Under 1 year,48,2016-09-09,36
Persons,Under 1 year,56,2016-09-16,37
Persons,Under 1 year,58,2016-09-23,38
Persons,Under 1 year,53,2016-09-30,39
Persons,Under 1 year,57,2016-10-07,40
Persons,Under 1 year,72,2016-10-14,41
Persons,Under 1 year,50,2016-10-21,42
Persons,Under 1 year,58,2016-10-28,43
Persons,Under 1 year,52,2016-11-04,44
Persons,Under 1 year,54,2016-11-11,45
Persons,Under 1 year,57,2016-11-18,46
Persons,Under 1 year,49,2016-11-25,47
Persons,Under 1 year,58,2016-12-02,48
Persons,Under 1 year,57,2016-12-09,49
Persons,Under 1 year,72,2016-12-16,50
Persons,Under 1 year,56,2016-12-23,51
Persons,Under 1 year,41,2016-12-30,52
Persons,01-14,17,2016-01-08,1
Persons,01-14,24,2016-01-15,2
Persons,01-14,18,2016-01-22,3
Persons,01-14,14,2016-01-29,4
Persons,01-14,22,2016-02-05,5
Persons,01-14,21,2016-02-12,6
Persons,01-14,22,2016-02-19,7
Persons,01-14,20,2016-02-26,8
Persons,01-14,21,2016-03-04,9
Persons,01-14,22,2016-03-11,10
Persons,01-14,22,2016-03-18,11
Persons,01-14,18,2016-03-25,12
Persons,01-14,15,2016-04-01,13
Persons,01-14,15,2016-04-08,14
Persons,01-14,18,2016-04-15,15
Persons,01-14,24,2016-04-22,16
Persons,01-14,22,2016-04-29,17
Persons,01-14,23,2016-05-06,18
Persons,01-14,19,2016-05-13,19
Persons,01-14,21,2016-05-20,20
Persons,01-14,19,2016-05-27,21
Persons,01-14,19,2016-06-03,22
Persons,01-14,21,2016-06-10,23
Persons,01-14,22,2016-06-17,24
Persons,01-14,15,2016-06-24,25
Persons,01-14,13,2016-07-01,26
Persons,01-14,18,2016-07-08,27
Persons,01-14,15,2016-07-15,28
Persons,01-14,18,2016-07-22,29
Persons,01-14,15,2016-07-29,30
Persons,01-14,19,2016-08-05,31
Persons,01-14,15,2016-08-12,32
Persons,01-14,17,2016-08-19,33
Persons,01-14,16,2016-08-26,34
Persons,01-14,14,2016-09-02,35
Persons,01-14,23,2016-09-09,36
Persons,01-14,15,2016-09-16,37
Persons,01-14,15,2016-09-23,38
Persons,01-14,15,2016-09-30,39
Persons,01-14,21,2016-10-07,40
Persons,01-14,14,2016-10-14,41
Persons,01-14,21,2016-10-21,42
Persons,01-14,16,2016-10-28,43
Persons,01-14,21,2016-11-04,44
Persons,01-14,15,2016-11-11,45
Persons,01-14,26,2016-11-18,46
Persons,01-14,26,2016-11-25,47
Persons,01-14,15,2016-12-02,48
Persons,01-14,28,2016-12-09,49
Persons,01-14,22,2016-12-16,50
Persons,01-14,16,2016-12-23,51
Persons,01-14,7,2016-12-30,52
Persons,15-44,299,2016-01-08,1
Persons,15-44,326,2016-01-15,2
Persons,15-44,345,2016-01-22,3
Persons,15-44,324,2016-01-29,4
Persons,15-44,314,2016-02-05,5
Persons,15-44,331,2016-02-12,6
Persons,15-44,305,2016-02-19,7
Persons,15-44,267,2016-02-26,8
Persons,15-44,318,2016-03-04,9
Persons,15-44,273,2016-03-11,10
Persons,15-44,295,2016-03-18,11
Persons,15-44,247,2016-03-25,12
Persons,15-44,264,2016-04-01,13
Persons,15-44,306,2016-04-08,14
Persons,15-44,311,2016-04-15,15
Persons,15-44,319,2016-04-22,16
Persons,15-44,327,2016-04-29,17
Persons,15-44,348,2016-05-06,18
Persons,15-44,308,2016-05-13,19
Persons,15-44,328,2016-05-20,20
Persons,15-44,326,2016-05-27,21
Persons,15-44,214,2016-06-03,22
Persons,15-44,268,2016-06-10,23
Persons,15-44,255,2016-06-17,24
Persons,15-44,295,2016-06-24,25
Persons,15-44,303,2016-07-01,26
Persons,15-44,287,2016-07-08,27
Persons,15-44,279,2016-07-15,28
Persons,15-44,282,2016-07-22,29
Persons,15-44,312,2016-07-29,30
Persons,15-44,276,2016-08-05,31
Persons,15-44,277,2016-08-12,32
Persons,15-44,276,2016-08-19,33
Persons,15-44,241,2016-08-26,34
Persons,15-44,228,2016-09-02,35
Persons,15-44,283,2016-09-09,36
Persons,15-44,265,2016-09-16,37
Persons,15-44,264,2016-09-23,38
Persons,15-44,297,2016-09-30,39
Persons,15-44,275,2016-10-07,40
Persons,15-44,272,2016-10-14,41
Persons,15-44,276,2016-10-21,42
Persons,15-44,271,2016-10-28,43
Persons,15-44,281,2016-11-04,44
Persons,15-44,278,2016-11-11,45
Persons,15-44,355,2016-11-18,46
Persons,15-44,284,2016-11-25,47
Persons,15-44,345,2016-12-02,48
Persons,15-44,310,2016-12-09,49
Persons,15-44,281,2016-12-16,50
Persons,15-44,339,2016-12-23,51
Persons,15-44,178,2016-12-30,52
Persons,45-64,1482,2016-01-08,1
Persons,45-64,1363,2016-01-15,2
Persons,45-64,1293,2016-01-22,3
Persons,45-64,1322,2016-01-29,4
Persons,45-64,1281,2016-02-05,5
Persons,45-64,1356,2016-02-12,6
Persons,45-64,1333,2016-02-19,7
Persons,45-64,1294,2016-02-26,8
Persons,45-64,1328,2016-03-04,9
Persons,45-64,1340,2016-03-11,10
Persons,45-64,1358,2016-03-18,11
Persons,45-64,1148,2016-03-25,12
Persons,45-64,1184,2016-04-01,13
Persons,45-64,1327,2016-04-08,14
Persons,45-64,1312,2016-04-15,15
Persons,45-64,1292,2016-04-22,16
Persons,45-64,1301,2016-04-29,17
Persons,45-64,1075,2016-05-06,18
Persons,45-64,1277,2016-05-13,19
Persons,45-64,1149,2016-05-20,20
Persons,45-64,1185,2016-05-27,21
Persons,45-64,963,2016-06-03,22
Persons,45-64,1181,2016-06-10,23
Persons,45-64,1195,2016-06-17,24
Persons,45-64,1161,2016-06-24,25
Persons,45-64,1192,2016-07-01,26
