category_1,category_2,counts,date,week_no
Females,01-14,8,2015-04-24,17
Females,01-14,10,2015-05-01,18
Females,01-14,8,2015-05-08,19
Females,01-14,9,2015-05-15,20
Females,01-14,7,2015-05-22,21
Females,01-14,11,2015-05-29,22
Females,01-14,6,2015-06-05,23
Females,01-14,5,2015-06-12,24
Females,01-14,9,2015-06-19,25
Females,01-14,9,2015-06-26,26
Females,01-14,9,2015-07-03,27
Females,01-14,9,2015-07-10,28
Females,01-14,8,2015-07-17,29
Females,01-14,4,2015-07-24,30
Females,01-14,8,2015-07-31,31
Females,01-14,8,2015-08-07,32
Females,01-14,5,2015-08-14,33
Females,01-14,7,2015-08-21,34
Females,01-14,3,2015-08-28,35
Females,01-14,5,2015-09-04,36
Females,01-14,9,2015-09-11,37
Females,01-14,8,2015-09-18,38
Females,01-14,4,2015-09-25,39
Females,01-14,10,2015-10-02,40
Females,01-14,6,2015-10-09,41
Females,01-14,14,2015-10-16,42
Females,01-14,10,2015-10-23,43
Females,01-14,6,2015-10-30,44
Females,01-14,15,2015-11-06,45
Females,01-14,11,2015-11-13,46
Females,01-14,6,2015-11-20,47
Females,01-14,10,2015-11-27,48
Females,01-14,11,2015-12-04,49
Females,01-14,15,2015-12-11,50
Females,01-14,18,2015-12-18,51
Females,01-14,19,2015-12-25,52
Females,01-14,6,2016-01-01,53
Females,15-44,90,2015-01-02,1
Females,15-44,106,2015-01-09,2
Females,15-44,104,2015-01-16,3
Females,15-44,107,2015-01-23,4
Females,15-44,114,2015-01-30,5
Females,15-44,113,2015-02-06,6
Females,15-44,108,2015-02-13,7
Females,15-44,116,2015-02-20,8
Females,15-44,112,2015-02-27,9
Females,15-44,110,2015-03-06,10
Females,15-44,114,2015-03-13,11
Females,15-44,108,2015-03-20,12
Females,15-44,109,2015-03-27,13
Females,15-44,77,2015-04-03,14
Females,15-44,111,2015-04-10,15
Females,15-44,112,2015-04-17,16
Females,15-44,101,2015-04-24,17
Females,15-44,101,2015-05-01,18
Females,15-44,68,2015-05-08,19
Females,15-44,102,2015-05-15,20
Females,15-44,106,2015-05-22,21
Females,15-44,88,2015-05-29,22
Females,15-44,120,2015-06-05,23
Females,15-44,105,2015-06-12,24
Females,15-44,98,2015-06-19,25
Females,15-44,110,2015-06-26,26
Females,15-44,81,2015-07-03,27
Females,15-44,82,2015-07-10,28
Females,15-44,113,2015-07-17,29
Females,15-44,111,2015-07-24,30
Females,15-44,116,2015-07-31,31
Females,15-44,78,2015-08-07,32
Females,15-44,101,2015-08-14,33
Females,15-44,104,2015-08-21,34
Females,15-44,110,2015-08-28,35
Females,15-44,76,2015-09-04,36
Females,15-44,103,2015-09-11,37
Females,15-44,105,2015-09-18,38
Females,15-44,111,2015-09-25,39
Females,15-44,115,2015-10-02,40
Females,15-44,114,2015-10-09,41
Females,15-44,79,2015-10-16,42
Females,15-44,104,2015-10-23,43
Females,15-44,92,2015-10-30,44
Females,15-44,104,2015-11-06,45
Females,15-44,82,2015-11-13,46
Females,15-44,93,2015-11-20,47
Females,15-44,111,2015-11-27,48
Females,15-44,101,2015-12-04,49
Females,15-44,94,2015-12-11,50
Females,15-44,131,2015-12-18,51
Females,15-44,95,2015-12-25,52
Females,15-44,61,2016-01-01,53
Females,45-64,540,2015-01-02,1
Females,45-64,640,2015-01-09,2
Females,45-64,580,2015-01-16,3
Females,45-64,550,2015-01-23,4
Females,45-64,569,2015-01-30,5
Females,45-64,527,2015-02-06,6
Females,45-64,532,2015-02-13,7
Females,45-64,492,2015-02-20,8
Females,45-64,507,2015-02-27,9
Females,45-64,462,2015-03-06,10
Females,45-64,521,2015-03-13,11
Females,45-64,499,2015-03-20,12
Females,45-64,472,2015-03-27,13
Females,45-64,387,2015-04-03,14
Females,45-64,466,2015-04-10,15
Females,45-64,539,2015-04-17,16
Females,45-64,515,2015-04-24,17
Females,45-64,466,2015-05-01,18
Females,45-64,400,2015-05-08,19
Females,45-64,513,2015-05-15,20
Females,45-64,471,2015-05-22,21
Females,45-64,419,2015-05-29,22
Females,45-64,492,2015-06-05,23
Females,45-64,466,2015-06-12,24
Females,45-64,468,2015-06-19,25
Females,45-64,435,2015-06-26,26
Females,45-64,446,2015-07-03,27
Females,45-64,469,2015-07-10,28
Females,45-64,440,2015-07-17,29
Females,45-64,445,2015-07-24,30
Females,45-64,457,2015-07-31,31
Females,45-64,415,2015-08-07,32
Females,45-64,454,2015-08-14,33
Females,45-64,492,2015-08-21,34
Females,45-64,432,2015-08-28,35
Females,45-64,369,2015-09-04,36
Females,45-64,499,2015-09-11,37
Females,45-64,418,2015-09-18,38
Females,45-64,452,2015-09-25,39
Females,45-64,453,2015-10-02,40
Females,45-64,485,2015-10-09,41
Females,45-64,455,2015-10-16,42
Females,45-64,452,2015-10-23,43
Females,45-64,442,2015-10-30,44
Females,45-64,515,2015-11-06,45
Females,45-64,463,2015-11-13,46
Females,45-64,452,2015-11-20,47
Females,45-64,500,2015-11-27,48
Females,45-64,505,2015-12-04,49
Females,45-64,474,2015-12-11,50
Females,45-64,529,2015-12-18,51
Females,45-64,385,2015-12-25,52
Females,45-64,372,2016-01-01,53
Females,65-74,803,2015-01-02,1
Females,65-74,1040,2015-01-09,2
Females,65-74,902,2015-01-16,3
Females,65-74,914,2015-01-23,4
Females,65-74,769,2015-01-30,5
Females,65-74,722,2015-02-06,6
Females,65-74,739,2015-02-13,7
Females,65-74,741,2015-02-20,8
Females,65-74,752,2015-02-27,9
Females,65-74,763,2015-03-06,10
Females,65-74,744,2015-03-13,11
Females,65-74,692,2015-03-20,12
Females,65-74,724,2015-03-27,13
Females,65-74,586,2015-04-03,14
Females,65-74,680,2015-04-10,15
Females,65-74,754,2015-04-17,16
Females,65-74,704,2015-04-24,17
Females,65-74,666,2015-05-01,18
Females,65-74,609,2015-05-08,19
Females,65-74,679,2015-05-15,20
Females,65-74,693,2015-05-22,21
Females,65-74,574,2015-05-29,22
Females,65-74,706,2015-06-05,23
Females,65-74,652,2015-06-12,24
Females,65-74,664,2015-06-19,25
Females,65-74,628,2015-06-26,26
Females,65-74,706,2015-07-03,27
Females,65-74,639,2015-07-10,28
Females,65-74,610,2015-07-17,29
Females,65-74,671,2015-07-24,30
Females,65-74,607,2015-07-31,31
Females,65-74,585,2015-08-07,32
Females,65-74,630,2015-08-14,33
Females,65-74,647,2015-08-21,34
Females,65-74,651,2015-08-28,35
Females,65-74,540,2015-09-04,36
Females,65-74,620,2015-09-11,37
Females,65-74,660,2015-09-18,38
Females,65-74,609,2015-09-25,39
Females,65-74,673,2015-10-02,40
Females,65-74,668,2015-10-09,41
Females,65-74,648,2015-10-16,42
Females,65-74,660,2015-10-23,43
Females,65-74,651,2015-10-30,44
Females,65-74,698,2015-11-06,45
Females,65-74,627,2015-11-13,46
Females,65-74,698,2015-11-20,47
Females,65-74,699,2015-11-27,48
Females,65-74,686,2015-12-04,49
Females,65-74,716,2015-12-11,50
Females,65-74,746,2015-12-18,51
Females,65-74,590,2015-12-25,52
Females,65-74,522,2016-01-01,53
Females,75-84,1683,2015-01-02,1
Females,75-84,2199,2015-01-09,2
Females,75-84,2087,2015-01-16,3
Females,75-84,1934,2015-01-23,4
Females,75-84,1777,2015-01-30,5
Females,75-84,1604,2015-02-06,6
Females,75-84,1572,2015-02-13,7
Females,75-84,1596,2015-02-20,8
Females,75-84,1606,2015-02-27,9
Females,75-84,1590,2015-03-06,10
Females,75-84,1499,2015-03-13,11
Females,75-84,1459,2015-03-20,12
Females,75-84,1444,2015-03-27,13
Females,75-84,1278,2015-04-03,14
Females,75-84,1436,2015-04-10,15
Females,75-84,1602,2015-04-17,16
Females,75-84,1441,2015-04-24,17
Females,75-84,1354,2015-05-01,18
Females,75-84,1208,2015-05-08,19
Females,75-84,1433,2015-05-15,20
Females,75-84,1321,2015-05-22,21
Females,75-84,1161,2015-05-29,22
Females,75-84,1410,2015-06-05,23
Females,75-84,1306,2015-06-12,24
Females,75-84,1320,2015-06-19,25
Females,75-84,1243,2015-06-26,26
Females,75-84,1259,2015-07-03,27
Females,75-84,1165,2015-07-10,28
Females,75-84,1163,2015-07-17,29
Females,75-84,1174,2015-07-24,30
Females,75-84,1143,2015-07-31,31
Females,75-84,1227,2015-08-07,32
Females,75-84,1212,2015-08-14,33
Females,75-84,1221,2015-08-21,34
Females,75-84,1249,2015-08-28,35
Females,75-84,1091,2015-09-04,36
Females,75-84,1175,2015-09-11,37
Females,75-84,1233,2015-09-18,38
Females,75-84,1316,2015-09-25,39
Females,75-84,1225,2015-10-02,40
Females,75-84,1349,2015-10-09,41
Females,75-84,1317,2015-10-16,42
Females,75-84,1290,2015-10-23,43
Females,75-84,1257,2015-10-30,44
Females,75-84,1399,2015-11-06,45
Females,75-84,1305,2015-11-13,46
Females,75-84,1281,2015-11-20,47
Females,75-84,1249,2015-11-27,48
Females,75-84,1445,2015-12-04,49
Females,75-84,1366,2015-12-11,50
Females,75-84,1421,2015-12-18,51
Females,75-84,1191,2015-12-25,52
Females,75-84,1058,2016-01-01,53
Females,85+,3477,2015-01-02,1
Females,85+,4791,2015-01-09,2
Females,85+,4342,2015-01-16,3
Females,85+,3950,2015-01-23,4
Females,85+,3577,2015-01-30,5
Females,85+,3266,2015-02-06,6
Females,85+,3099,2015-02-13,7
Females,85+,3008,2015-02-20,8
Females,85+,2982,2015-02-27,9
Females,85+,3063,2015-03-06,10
Females,85+,2957,2015-03-13,11
Females,85+,2698,2015-03-20,12
Females,85+,2694,2015-03-27,13
Females,85+,2350,2015-04-03,14
Females,85+,2536,2015-04-10,15
Females,85+,2978,2015-04-17,16
Females,85+,2683,2015-04-24,17
Females,85+,2529,2015-05-01,18
Females,85+,2189,2015-05-08,19
Females,85+,2481,2015-05-15,20
Females,85+,2420,2015-05-22,21
Females,85+,1898,2015-05-29,22
Females,85+,2518,2015-06-05,23
Females,85+,2269,2015-06-12,24
Females,85+,2230,2015-06-19,25
Females,85+,2128,2015-06-26,26
Females,85+,2231,2015-07-03,27
Females,85+,2080,2015-07-10,28
Females,85+,2112,2015-07-17,29
Females,85+,1984,2015-07-24,30
Females,85+,2028,2015-07-31,31
Females,85+,2039,2015-08-07,32
Females,85+,2186,2015-08-14,33
Females,85+,2090,2015-08-21,34
Females,85+,2122,2015-08-28,35
Females,85+,1820,2015-09-04,36
Females,85+,2227,2015-09-11,37
Females,85+,2205,2015-09-18,38
Females,85+,2283,2015-09-25,39
Females,85+,2290,2015-10-02,40
Females,85+,2391,2015-10-09,41
Females,85+,2258,2015-10-16,42
Females,85+,2310,2015-10-23,43
Females,85+,2403,2015-10-30,44
Females,85+,2421,2015-11-06,45
Females,85+,2447,2015-11-13,46
Females,85+,2357,2015-11-20,47
Females,85+,2405,2015-11-27,48
Females,85+,2484,2015-12-04,49
Females,85+,2601,2015-12-11,50
Females,85+,2667,2015-12-18,51
Females,85+,2146,2015-12-25,52
Females,85+,1803,2016-01-01,53
Region,North East,699,2015-01-02,1
Region,North East,753,2015-01-09,2
Region,North East,799,2015-01-16,3
Region,North East,798,2015-01-23,4
Region,North East,717,2015-01-30,5
Region,North East,669,2015-02-06,6
Region,North East,661,2015-02-13,7
Region,North East,669,2015-02-20,8
Region,North East,606,2015-02-27,9
Region,North East,622,2015-03-06,10
Region,North East,573,2015-03-13,11
Region,North East,566,2015-03-20,12
Region,North East,512,2015-03-27,13
Region,North East,490,2015-04-03,14
Region,North East,533,2015-04-10,15
Region,North East,626,2015-04-17,16
Region,North East,601,2015-04-24,17
Region,North East,516,2015-05-01,18
Region,North East,503,2015-05-08,19
Region,North East,544,2015-05-15,20
Region,North East,514,2015-05-22,21
Region,North East,457,2015-05-29,22
Region,North East,472,2015-06-05,23
Region,North East,528,2015-06-12,24
Region,North East,459,2015-06-19,25
Region,North East,514,2015-06-26,26
Region,North East,489,2015-07-03,27
Region,North East,491,2015-07-10,28
Region,North East,466,2015-07-17,29
Region,North East,459,2015-07-24,30
Region,North East,437,2015-07-31,31
Region,North East,462,2015-08-07,32
Region,North East,458,2015-08-14,33
Region,North East,475,2015-08-21,34
Region,North East,445,2015-08-28,35
Region,North East,438,2015-09-04,36
Region,North East,471,2015-09-11,37
Region,North East,462,2015-09-18,38
Region,North East,476,2015-09-25,39
Region,North East,495,2015-10-02,40
Region,North East,505,2015-10-09,41
Region,North East,494,2015-10-16,42
Region,North East,480,2015-10-23,43
Region,North East,523,2015-10-30,44
Region,North East,524,2015-11-06,45
Region,North East,530,2015-11-13,46
Region,North East,527,2015-11-20,47
Region,North East,512,2015-11-27,48
Region,North East,534,2015-12-04,49
Region,North East,540,2015-12-11,50
Region,North East,618,2015-12-18,51
Region,North East,480,2015-12-25,52
Region,North East,407,2016-01-01,53
Region,North West,1718,2015-01-02,1
Region,North West,2282,2015-01-09,2
Region,North West,1968,2015-01-16,3
Region,North West,1806,2015-01-23,4
Region,North West,1669,2015-01-30,5
Region,North West,1586,2015-02-06,6
Region,North West,1608,2015-02-13,7
Region,North West,1466,2015-02-20,8
Region,North West,1466,2015-02-27,9
Region,North West,1559,2015-03-06,10
Region,North West,1462,2015-03-13,11
Region,North West,1401,2015-03-20,12
Region,North West,1392,2015-03-27,13
Region,North West,1251,2015-04-03,14
Region,North West,1384,2015-04-10,15
Region,North West,1521,2015-04-17,16
Region,North West,1405,2015-04-24,17
Region,North West,1385,2015-05-01,18
Region,North West,1166,2015-05-08,19
Region,North West,1404,2015-05-15,20
Region,North West,1367,2015-05-22,21
Region,North West,1116,2015-05-29,22
Region,North West,1337,2015-06-05,23
Region,North West,1262,2015-06-12,24
Region,North West,1248,2015-06-19,25
Region,North West,1254,2015-06-26,26
Region,North West,1293,2015-07-03,27
Region,North West,1238,2015-07-10,28
Region,North West,1127,2015-07-17,29
Region,North West,1196,2015-07-24,30
Region,North West,1195,2015-07-31,31
Region,North West,1227,2015-08-07,32
Region,North West,1250,2015-08-14,33
Region,North West,1223,2015-08-21,34
Region,North West,1262,2015-08-28,35
Region,North West,1044,2015-09-04,36
Region,North West,1262,2015-09-11,37
Region,North West,1175,2015-09-18,38
Region,North West,1267,2015-09-25,39
Region,North West,1260,2015-10-02,40
Region,North West,1283,2015-10-09,41
Region,North West,1291,2015-10-16,42
Region,North West,1276,2015-10-23,43
Region,North West,1299,2015-10-30,44
Region,North West,1409,2015-11-06,45
Region,North West,1376,2015-11-13,46
Region,North West,1317,2015-11-20,47
Region,North West,1322,2015-11-27,48
Region,North West,1425,2015-12-04,49
Region,North West,1400,2015-12-11,50
Region,North West,1526,2015-12-18,51
Region,North West,1167,2015-12-25,52
Region,North West,1074,2016-01-01,53
Region,Yorkshire and The Humber,1261,2015-01-02,1
Region,Yorkshire and The Humber,1607,2015-01-09,2
Region,Yorkshire and The Humber,1442,2015-01-16,3
Region,Yorkshire and The Humber,1386,2015-01-23,4
Region,Yorkshire and The Humber,1220,2015-01-30,5
Region,Yorkshire and The Humber,1151,2015-02-06,6
Region,Yorkshire and The Humber,1128,2015-02-13,7
Region,Yorkshire and The Humber,1068,2015-02-20,8
Region,Yorkshire and The Humber,1113,2015-02-27,9
Region,Yorkshire and The Humber,1106,2015-03-06,10
Region,Yorkshire and The Humber,1040,2015-03-13,11
Region,Yorkshire and The Humber,982,2015-03-20,12
Region,Yorkshire and The Humber,1032,2015-03-27,13
Region,Yorkshire and The Humber,841,2015-04-03,14
Region,Yorkshire and The Humber,1023,2015-04-10,15
Region,Yorkshire and The Humber,1103,2015-04-17,16
Region,Yorkshire and The Humber,1009,2015-04-24,17
Region,Yorkshire and The Humber,950,2015-05-01,18
Region,Yorkshire and The Humber,895,2015-05-08,19
Region,Yorkshire and The Humber,1038,2015-05-15,20
Region,Yorkshire and The Humber,989,2015-05-22,21
Region,Yorkshire and The Humber,866,2015-05-29,22
Region,Yorkshire and The Humber,1024,2015-06-05,23
Region,Yorkshire and The Humber,953,2015-06-12,24
Region,Yorkshire and The Humber,896,2015-06-19,25
Region,Yorkshire and The Humber,916,2015-06-26,26
Region,Yorkshire and The Humber,868,2015-07-03,27
Region,Yorkshire and The Humber,851,2015-07-10,28
Region,Yorkshire and The Humber,855,2015-07-17,29
Region,Yorkshire and The Humber,846,2015-07-24,30
Region,Yorkshire and The Humber,846,2015-07-31,31
Region,Yorkshire and The Humber,953,2015-08-07,32
Region,Yorkshire and The Humber,888,2015-08-14,33
Region,Yorkshire and The Humber,915,2015-08-21,34
Region,Yorkshire and The Humber,896,2015-08-28,35
Region,Yorkshire and The Humber,772,2015-09-04,36
Region,Yorkshire and The Humber,931,2015-09-11,37
Region,Yorkshire and The Humber,852,2015-09-18,38
Region,Yorkshire and The Humber,922,2015-09-25,39
Region,Yorkshire and The Humber,908,2015-10-02,40
Region,Yorkshire and The Humber,915,2015-10-09,41
Region,Yorkshire and The Humber,895,2015-10-16,42
Region,Yorkshire and The Humber,951,2015-10-23,43
Region,Yorkshire and The Humber,886,2015-10-30,44
Region,Yorkshire and The Humber,1014,2015-11-06,45
Region,Yorkshire and The Humber,960,2015-11-13,46
Region,Yorkshire and The Humber,937,2015-11-20,47
Region,Yorkshire and The Humber,994,2015-11-27,48
Region,Yorkshire and The Humber,1012,2015-12-04,49
Region,Yorkshire and The Humber,1050,2015-12-11,50
Region,Yorkshire and The Humber,1060,2015-12-18,51
Region,Yorkshire and The Humber,891,2015-12-25,52
Region,Yorkshire and The Humber,755,2016-01-01,53
Region,East Midlands,1012,2015-01-02,1
Region,East Midlands,1328,2015-01-09,2
Region,East Midlands,1286,2015-01-16,3
Region,East Midlands,1206,2015-01-23,4
Region,East Midlands,1119,2015-01-30,5
Region,East Midlands,1071,2015-02-06,6
Region,East Midlands,1021,2015-02-13,7
Region,East Midlands,965,2015-02-20,8
Region,East Midlands,973,2015-02-27,9
Region,East Midlands,966,2015-03-06,10
Region,East Midlands,904,2015-03-13,11
Region,East Midlands,872,2015-03-20,12
Region,East Midlands,891,2015-03-27,13
Region,East Midlands,784,2015-04-03,14
Region,East Midlands,917,2015-04-10,15
Region,East Midlands,999,2015-04-17,16
Region,East Midlands,889,2015-04-24,17
Region,East Midlands,856,2015-05-01,18
Region,East Midlands,748,2015-05-08,19
Region,East Midlands,890,2015-05-15,20
Region,East Midlands,870,2015-05-22,21
Region,East Midlands,663,2015-05-29,22
Region,East Midlands,865,2015-06-05,23
Region,East Midlands,817,2015-06-12,24
Region,East Midlands,757,2015-06-19,25
Region,East Midlands,756,2015-06-26,26
Region,East Midlands,750,2015-07-03,27
Region,East Midlands,817,2015-07-10,28
Region,East Midlands,781,2015-07-17,29
Region,East Midlands,734,2015-07-24,30
Region,East Midlands,715,2015-07-31,31
Region,East Midlands,664,2015-08-07,32
Region,East Midlands,792,2015-08-14,33
Region,East Midlands,747,2015-08-21,34
Region,East Midlands,797,2015-08-28,35
Region,East Midlands,663,2015-09-04,36
Region,East Midlands,814,2015-09-11,37
Region,East Midlands,748,2015-09-18,38
Region,East Midlands,795,2015-09-25,39
Region,East Midlands,814,2015-10-02,40
Region,East Midlands,821,2015-10-09,41
Region,East Midlands,809,2015-10-16,42
Region,East Midlands,835,2015-10-23,43
Region,East Midlands,814,2015-10-30,44
Region,East Midlands,883,2015-11-06,45
Region,East Midlands,767,2015-11-13,46
Region,East Midlands,844,2015-11-20,47
Region,East Midlands,844,2015-11-27,48
Region,East Midlands,919,2015-12-04,49
Region,East Midlands,915,2015-12-11,50
Region,East Midlands,897,2015-12-18,51
Region,East Midlands,707,2015-12-25,52
Region,East Midlands,646,2016-01-01,53
Region,West Midlands,1296,2015-01-02,1
Region,West Midlands,1713,2015-01-09,2
Region,West Midlands,1542,2015-01-16,3
Region,West Midlands,1400,2015-01-23,4
Region,West Midlands,1395,2015-01-30,5
Region,West Midlands,1229,2015-02-06,6
Region,West Midlands,1161,2015-02-13,7
Region,West Midlands,1152,2015-02-20,8
Region,West Midlands,1149,2015-02-27,9
Region,West Midlands,1188,2015-03-06,10
Region,West Midlands,1101,2015-03-13,11
Region,West Midlands,1083,2015-03-20,12
Region,West Midlands,1071,2015-03-27,13
Region,West Midlands,980,2015-04-03,14
Region,West Midlands,994,2015-04-10,15
Region,West Midlands,1294,2015-04-17,16
Region,West Midlands,1115,2015-04-24,17
Region,West Midlands,1053,2015-05-01,18
Region,West Midlands,949,2015-05-08,19
Region,West Midlands,1057,2015-05-15,20
Region,West Midlands,1018,2015-05-22,21
Region,West Midlands,844,2015-05-29,22
Region,West Midlands,1042,2015-06-05,23
Region,West Midlands,975,2015-06-12,24
Region,West Midlands,943,2015-06-19,25
Region,West Midlands,927,2015-06-26,26
Region,West Midlands,964,2015-07-03,27
Region,West Midlands,941,2015-07-10,28
Region,West Midlands,882,2015-07-17,29
Region,West Midlands,938,2015-07-24,30
Region,West Midlands,917,2015-07-31,31
Region,West Midlands,913,2015-08-07,32
Region,West Midlands,950,2015-08-14,33
Region,West Midlands,969,2015-08-21,34
Region,West Midlands,834,2015-08-28,35
Region,West Midlands,774,2015-09-04,36
Region,West Midlands,932,2015-09-11,37
Region,West Midlands,973,2015-09-18,38
Region,West Midlands,969,2015-09-25,39
Region,West Midlands,957,2015-10-02,40
Region,West Midlands,951,2015-10-09,41
Region,West Midlands,997,2015-10-16,42
Region,West Midlands,1053,2015-10-23,43
Region,West Midlands,967,2015-10-30,44
Region,West Midlands,1084,2015-11-06,45
Region,West Midlands,1027,2015-11-13,46
Region,West Midlands,1071,2015-11-20,47
Region,West Midlands,990,2015-11-27,48
Region,West Midlands,1087,2015-12-04,49
Region,West Midlands,1006,2015-12-11,50
Region,West Midlands,1101,2015-12-18,51
Region,West Midlands,826,2015-12-25,52
Region,West Midlands,799,2016-01-01,53
Region,East,1221,2015-01-02,1
Region,East,1712,2015-01-09,2
Region,East,1657,2015-01-16,3
Region,East,1565,2015-01-23,4
Region,East,1450,2015-01-30,5
Region,East,1360,2015-02-06,6
Region,East,1284,2015-02-13,7
Region,East,1276,2015-02-20,8
Region,East,1286,2015-02-27,9
Region,East,1232,2015-03-06,10
Region,East,1172,2015-03-13,11
Region,East,1158,2015-03-20,12
Region,East,1098,2015-03-27,13
Region,East,971,2015-04-03,14
Region,East,1062,2015-04-10,15
Region,East,1289,2015-04-17,16
Region,East,1050,2015-04-24,17
Region,East,1112,2015-05-01,18
Region,East,910,2015-05-08,19
Region,East,1099,2015-05-15,20
Region,East,989,2015-05-22,21
Region,East,838,2015-05-29,22
Region,East,1150,2015-06-05,23
Region,East,997,2015-06-12,24
Region,East,1020,2015-06-19,25
Region,East,998,2015-06-26,26
Region,East,977,2015-07-03,27
Region,East,939,2015-07-10,28
Region,East,952,2015-07-17,29
Region,East,934,2015-07-24,30
Region,East,941,2015-07-31,31
Region,East,908,2015-08-07,32
Region,East,1014,2015-08-14,33
Region,East,943,2015-08-21,34
Region,East,981,2015-08-28,35
Region,East,856,2015-09-04,36
Region,East,922,2015-09-11,37
Region,East,942,2015-09-18,38
Region,East,981,2015-09-25,39
Region,East,984,2015-10-02,40
Region,East,1105,2015-10-09,41
Region,East,1030,2015-10-16,42
Region,East,1022,2015-10-23,43
Region,East,1030,2015-10-30,44
Region,East,1011,2015-11-06,45
Region,East,1018,2015-11-13,46
Region,East,1043,2015-11-20,47
Region,East,1066,2015-11-27,48
Region,East,1065,2015-12-04,49
Region,East,1018,2015-12-11,50
Region,East,1086,2015-12-18,51
Region,East,916,2015-12-25,52
Region,East,653,2016-01-01,53
Region,London,1233,2015-01-02,1
Region,London,1549,2015-01-09,2
Region,London,1275,2015-01-16,3
Region,London,1220,2015-01-23,4
Region,London,1119,2015-01-30,5
Region,London,1097,2015-02-06,6
Region,London,1108,2015-02-13,7
Region,London,1102,2015-02-20,8
Region,London,1062,2015-02-27,9
Region,London,1063,2015-03-06,10
Region,London,1070,2015-03-13,11
Region,London,1092,2015-03-20,12
Region,London,1080,2015-03-27,13
Region,London,877,2015-04-03,14
Region,London,1002,2015-04-10,15
Region,London,1089,2015-04-17,16
Region,London,1000,2015-04-24,17
Region,London,961,2015-05-01,18
Region,London,827,2015-05-08,19
Region,London,949,2015-05-15,20
Region,London,906,2015-05-22,21
Region,London,793,2015-05-29,22
Region,London,961,2015-06-05,23
Region,London,880,2015-06-12,24
Region,London,892,2015-06-19,25
Region,London,887,2015-06-26,26
Region,London,901,2015-07-03,27
Region,London,842,2015-07-10,28
Region,London,881,2015-07-17,29
Region,London,833,2015-07-24,30
Region,London,780,2015-07-31,31
Region,London,858,2015-08-07,32
Region,London,879,2015-08-14,33
Region,London,901,2015-08-21,34
Region,London,855,2015-08-28,35
Region,London,803,2015-09-04,36
Region,London,867,2015-09-11,37
Region,London,901,2015-09-18,38
Region,London,917,2015-09-25,39
Region,London,918,2015-10-02,40
Region,London,976,2015-10-09,41
Region,London,912,2015-10-16,42
Region,London,921,2015-10-23,43
Region,London,969,2015-10-30,44
Region,London,955,2015-11-06,45
Region,London,993,2015-11-13,46
Region,London,966,2015-11-20,47
Region,London,915,2015-11-27,48
Region,London,998,2015-12-04,49
Region,London,985,2015-12-11,50
Region,London,990,2015-12-18,51
Region,London,870,2015-12-25,52
Region,London,766,2016-01-01,53
Region,South East,1811,2015-01-02,1
Region,South East,2525,2015-01-09,2
Region,South East,2427,2015-01-16,3
Region,South East,2196,2015-01-23,4
Region,South East,1991,2015-01-30,5
Region,South East,1843,2015-02-06,6
Region,South East,1836,2015-02-13,7
Region,South East,1713,2015-02-20,8
Region,South East,1767,2015-02-27,9
Region,South East,1709,2015-03-06,10
Region,South East,1731,2015-03-13,11
Region,South East,1531,2015-03-20,12
Region,South East,1566,2015-03-27,13
Region,South East,1352,2015-04-03,14
Region,South East,1488,2015-04-10,15
Region,South East,1810,2015-04-17,16
Region,South East,1708,2015-04-24,17
Region,South East,1530,2015-05-01,18
Region,South East,1343,2015-05-08,19
Region,South East,1552,2015-05-15,20
Region,South East,1587,2015-05-22,21
Region,South East,1216,2015-05-29,22
Region,South East,1538,2015-06-05,23
Region,South East,1483,2015-06-12,24
Region,South East,1496,2015-06-19,25
Region,South East,1396,2015-06-26,26
Region,South East,1382,2015-07-03,27
Region,South East,1370,2015-07-10,28
Region,South East,1320,2015-07-17,29
Region,South East,1382,2015-07-24,30
Region,South East,1217,2015-07-31,31
Region,South East,1388,2015-08-07,32
Region,South East,1370,2015-08-14,33
Region,South East,1364,2015-08-21,34
Region,South East,1358,2015-08-28,35
Region,South East,1188,2015-09-04,36
Region,South East,1423,2015-09-11,37
Region,South East,1448,2015-09-18,38
Region,South East,1540,2015-09-25,39
Region,South East,1419,2015-10-02,40
Region,South East,1457,2015-10-09,41
Region,South East,1402,2015-10-16,42
Region,South East,1461,2015-10-23,43
Region,South East,1506,2015-10-30,44
Region,South East,1482,2015-11-06,45
Region,South East,1544,2015-11-13,46
Region,South East,1470,2015-11-20,47
Region,South East,1536,2015-11-27,48
Region,South East,1522,2015-12-04,49
Region,South East,1536,2015-12-11,50
Region,South East,1656,2015-12-18,51
Region,South East,1347,2015-12-25,52
Region,South East,1123,2016-01-01,53
Region,South West,1272,2015-01-02,1
Region,South West,1697,2015-01-09,2
Region,South West,1498,2015-01-16,3
Region,South West,1510,2015-01-23,4
Region,South West,1398,2015-01-30,5
Region,South West,1297,2015-02-06,6
Region,South West,1283,2015-02-13,7
Region,South West,1257,2015-02-20,8
Region,South West,1290,2015-02-27,9
Region,South West,1290,2015-03-06,10
Region,South West,1219,2015-03-13,11
Region,South West,1192,2015-03-20,12
Region,South West,1164,2015-03-27,13
Region,South West,920,2015-04-03,14
Region,South West,1005,2015-04-10,15
Region,South West,1212,2015-04-17,16
Region,South West,1129,2015-04-24,17
Region,South West,1110,2015-05-01,18
Region,South West,901,2015-05-08,19
Region,South West,1100,2015-05-15,20
Region,South West,1122,2015-05-22,21
